BLOCK_HOUR,POOL_ADDRESS,POOL_NAME,N_TRADES,N_TRADERS,TRADING_VOL_TOKEN0,TRADING_VOL_TOKEN1
2021-05-24T00:00:00Z,0x54514ee06c8c10029f631eafb0964573e554e319,PENDLE-WETH 500 10,1,1,47.4213240706062,76.61145080126693
2021-05-24T00:00:00Z,0xa89ae75f2bcd5b59566bde15bff02a40e9014d51,NFY-WETH 10000 200,1,1,-139.6389560521773,139.7064950293647
2021-05-24T00:00:00Z,0xdc7b403e2e967eaf6c97d79316d285b8a112fda7,FEI-WETH 500 10,1,1,-1.4625631930866472,1.017618778849242
2021-05-24T00:00:00Z,0x4cb77f47c77fd0cc8879a5574d80864b45fb286f,ETHMNY-WETH 10000 200,1,1,-99.11570984039999,95.23892555688565
2021-05-24T00:00:00Z,0x88bbf71ac44c061afe891ef142854fe07f74710d,BNT-USDC 3000 60,1,1,35.54412533754864,45.91098664258372
2021-05-24T00:00:00Z,0xabb670b47096728571672408057ac258176c3809,QUA-DAI 3000 60,1,1,763.643166822858,763.643166822858
2021-05-24T00:00:00Z,0x1ded587b37852c7b8e2ec114abdf64023986666c,WETH-MARS-A 3000 60,1,1,-23.28144931366175,23.28144931366175
2021-05-24T00:00:00Z,0x3ee301ed8f42d106def4f9d9730ea3367880b771,ASH-WETH 10000 200,1,1,88.55719253299802,88.55719253299803
2021-05-24T00:00:00Z,0x425493ab40625ce677141edebb63a2b61f96c454,RAI-WETH 10000 200,1,1,1204.1372912211866,1300.5988951378279
2021-05-24T00:00:00Z,0x2552018fa2768fd0af10d32a4c38586a9bade6ce,BIRD-USDC 10000 200,1,1,12.282682651520336,36.30604884738673
2021-05-24T00:00:00Z,0xf700b3083519c6e7b32910eb9ca5cb3bbfcbee1f,GLDN-WETH 10000 200,1,1,-68.28007291031504,68.28007291031504
2021-05-24T00:00:00Z,0x97967631c9efac106fd0441575dfd57322537ee8,UNI-BUSD 3000 60,1,1,42.011529181524786,88.98389635313585
2021-05-24T00:00:00Z,0x65629a9fd808cd617543876711134012cf54062d,KAN-WETH 3000 60,1,1,-31.41337721866152,39.829054190745076
2021-05-24T00:00:00Z,0xe6868579ca50ef3f0d02d003e6d3e45240efcb35,WETH-AMPL 500 10,1,1,-274.80286612190673,213.79722808298297
2021-05-24T00:00:00Z,0xe258f08fed6f3a46de5746454b62ea937dd5b9b2,WETH-STARS 3000 60,1,1,-54.63896650234038,48.72373290203051
2021-05-24T00:00:00Z,0xc486ad2764d55c7dc033487d634195d6e4a6917e,MKR-USDC 10000 200,1,1,5148.859261863611,5894.69391621486
2021-05-24T00:00:00Z,0xfa97d2c20571474ae1ef6783789ef7cf42d6cb22,SAR-WETH 3000 60,1,1,1617.4212822085883,1095.5054950812612
2021-05-24T00:00:00Z,0x4674abc5796e1334b5075326b39b748bee9eaa34,AAVE-WETH 500 10,1,1,-197.3461063542535,188.02462295155397
2021-05-24T00:00:00Z,0xa9fc406744afdd46ef96f6ddb343fc124ec25254,WETH-DONUT 10000 200,1,1,3.376840264780186,3.046975281273202
2021-05-24T00:00:00Z,0x3850467e46e0da25cd355956f32deb44b639cfc5,BMEG-WETH 3000 60,1,1,111.7993213817481,111.7993213817481
2021-05-24T00:00:00Z,0x603c0e9a12baf6e96124bde1e3f440343c6eaaf1,OIN-WETH 10000 200,1,1,112.54989024643316,140.00343991007227
2021-05-24T00:00:00Z,0xab2c0a53f1be637d149e48f5e67071a6b24a6244,POND-WETH 3000 60,1,1,218.33769007567687,235.8400208429395
2021-05-24T00:00:00Z,0x5c5a53f215771742c711652fc375ef31d592dcab,RLC-WETH 3000 60,1,1,333.9287401690874,358.35498929425364
2021-05-24T00:00:00Z,0xa6f253d4894e0cbb68679816cfee647eec999964,ETH2x-FLI-WETH 10000 200,1,1,144.32542916314745,166.48519385347194
2021-05-24T00:00:00Z,0xdce9cde0ccc3493eb6626466d490fa75aa29f23e,WCK-WETH 3000 60,1,1,163.4962429315035,166.04355042328814
2021-05-24T00:00:00Z,0x753a90ae2fa03d31487141bf54bd853b27f7bcf5,TORN-WETH 3000 60,1,1,242.6051548968366,251.63391800910725
2021-05-24T00:00:00Z,0x851907e244ee2075d985198bc72dbd44ed806230,LINK-ZENIQ 3000 60,1,1,-1034.190015922809,1034.1900159228087
2021-05-24T00:00:00Z,0x903451f625b5234083278f233684880a8f139188,WETH-BNTY 10000 200,1,1,-336.38521248117814,228.8437458710522
2021-05-24T00:00:00Z,0x6a2259ac6714c6dd825f7fd615fb7ecde05eb09f,CFXQ-WETH 3000 60,1,1,-355.1809996733,467.2288249379701
2021-05-24T00:00:00Z,0x095a1b2b2655a58cc1920b044c4b7305d4270524,ABST-WETH 10000 200,1,1,544.7990823775564,544.7990823775564
2021-05-24T00:00:00Z,0x4e30dbec2e22be07f235d2311f9b691046370d18,WETH-UNI-V2 10000 200,1,1,313.24897630336505,313.24897630336505
2021-05-24T00:00:00Z,0xe2500e970ac77a8520fd1443ba07960264ba54f8,WETH-FUCKELON 3000 60,1,1,151.84936810484027,151.84936810484027
2021-05-24T00:00:00Z,0x29cd1da01a0d2f0ae84615e692d35971d52c2ec3,TRSH-WETH 10000 200,1,1,1457.9982626431863,1457.998262643186
2021-05-24T00:00:00Z,0x035193e068e068e478f46bd703e87f580a03bca2,ASCX-WETH 10000 200,1,1,-326.95085756169345,326.95085756169345
2021-05-24T00:00:00Z,0x67f324ae38deac3e692d5549d9e5650b37af96a2,JNL-WETH 3000 60,1,1,-56.06745899255641,56.06745899255641
2021-05-24T00:00:00Z,0xb8b71473301407f29c31f0e2b13af963aeab4393,SXP-WETH 3000 60,1,1,706.4115425476616,882.6760843763587
2021-05-24T00:00:00Z,0x01fced9420b37f9b5dee28af7e692c283d987bc5,CLIT-WETH 10000 200,1,1,-161.63781198729075,161.63781198729075
2021-05-24T00:00:00Z,0x3a381e03c43938c24fc2ea9a86045c2ca1a94e92,ELON-carbon 500 10,1,1,247.06183627479965,247.06183627479962
2021-05-24T00:00:00Z,0x346d0390e18b241ef51cb5a080e2bfb2ddf8e5e0,UNI-ZENIQ 3000 60,1,1,-1299.190415634979,1299.1904156349792
2021-05-24T00:00:00Z,0xb702ead3b0c34fddfa9b4229c981d56a868a5164,PINS-WETH 10000 200,1,1,-182.2192417258083,182.21924172580833
2021-05-24T00:00:00Z,0x8fe8d9bb8eeba3ed688069c3d6b556c9ca258248,$MULAN-USDT 3000 60,1,1,3461.5221109312633,3461.5221109312633
2021-05-24T00:00:00Z,0x0e76293a9ebd178813fc61b87ed3ddbfbfc8d22c,WINR-WETH 3000 60,1,1,-37.02367039293278,65.55601153804633
2021-05-24T00:00:00Z,0xfbd8d5c0a0bce6cffc85cb305dd0ab410e59523c,TCH-WETH 10000 200,1,1,-233.61441246898502,233.61441246898505
2021-05-24T00:00:00Z,0x73f64f12a5ca29952cc31db4291a9f8dd43de4f3,vSPACEX-USDC 10000 200,1,1,-763.3814106355145,813.7356661689782
2021-05-24T00:00:00Z,0x4afdebe09d33fd914350c563bcbe1f6a396c68f2,TAP-WETH 10000 200,1,1,128.70355746689265,132.92255316816275
2021-05-24T00:00:00Z,0xb45504b6a5f9f734ef9414f45532aed9d2979d24,HELLO-WETH 10000 200,1,1,-35.042161870347755,35.042161870347755
2021-05-23T00:00:00Z,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,USDC-WETH 3000 60,3787,698,-9544351.710138379,680990139.2881358
2021-05-23T00:00:00Z,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,WETH-USDT 3000 60,3030,701,8607305.734160617,272893421.5981957
2021-05-23T00:00:00Z,0xc2e9f25be6257c210d7adf0d4cd6e3e881ba25f8,DAI-WETH 3000 60,1691,254,-1030604.7271691094,58231424.13496135
2021-05-23T00:00:00Z,0x7858e59e0c01ea06df3af3d20ac7b0003275d4bf,USDC-USDT 500 10,1439,546,-148845.35383440278,165095823.4739871
2021-05-23T00:00:00Z,0x5764a6f2212d502bc5970f9f129ffcd61e5d7563,SHIB-WETH 10000 200,1391,1008,-138887.4840747304,14104728.22929899
2021-05-23T00:00:00Z,0x6c6bc977e13df9b0de53b251522280bb72383700,DAI-USDC 500 10,1093,373,-1999473.992060872,146284547.9813078
2021-05-23T00:00:00Z,0x2f62f2b4c5fcd7570a709dec05d68ea19c82a9ec,SHIB-WETH 3000 60,912,729,-1072.959135863497,339880.50746897457
2021-05-23T00:00:00Z,0x99ac8ca7087fa4a2a1fb6357269965a2014abc35,WBTC-USDC 3000 60,848,245,116249.31766041277,54151545.05548164
2021-05-23T00:00:00Z,0xcbcdf9626bc03e24f779434178a73a0b4bad62ed,WBTC-WETH 3000 60,819,116,-5165436.259414443,117674083.33048058
2021-05-23T00:00:00Z,0x6f48eca74b38d2936b02ab603ff4e36a6c0e3a77,DAI-USDT 500 10,736,328,-224235.76860503264,66768825.88116191
2021-05-23T00:00:00Z,0x2efec2097beede290b2eed63e2faf5ecbbc528fc,WETH-TRU 3000 60,435,246,25368.811262609925,1296952.5073636293
2021-05-23T00:00:00Z,0xa6cc3c2531fdaa6ae1a3ca84c2855806728693e8,LINK-WETH 3000 60,434,112,-63166.94192069333,20012394.373606794
2021-05-23T00:00:00Z,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801,UNI-WETH 3000 60,426,87,-1394279.7218048293,40144352.55091155
2021-05-23T00:00:00Z,0x290a6a7460b308ee3f19023d2d00de604bcf5b42,MATIC-WETH 3000 60,406,147,-19658.27230707905,4487929.932369984
2021-05-23T00:00:00Z,0x5180545835bd68810fb7e11c7160bb7ea4ae8744,FEI-USDC 3000 60,400,31,-9421666.84781218,95146741.40550144
2021-05-23T00:00:00Z,0x86e69d1ae728c9cd229f07bbf34e01bf27258354,WETH-TRU 10000 200,383,180,230684.47280404676,7010692.257010846
2021-05-23T00:00:00Z,0x381fe4eb128db1621647ca00965da3f9e09f4fac,ELON-WETH 10000 200,352,241,11843.282641355121,141601.0779143062
2021-05-23T00:00:00Z,0xc246467ab1466f4963ba45c335479b3055e82060,LEASH-WETH 10000 200,344,198,20751.558699710633,1646612.7059169048
2021-05-23T00:00:00Z,0x04ed15a29addad1e8189026d17879403997050a3,PSWAP-WETH 10000 200,295,166,102920.07882734586,902502.3028679392
2021-05-23T00:00:00Z,0x07ed78c6c91ce18811ad281d0533819cf848075b,ERN-WETH 3000 60,290,172,84808.03930344824,974337.3329983798
2021-05-23T00:00:00Z,0x06729eb2424da47898f935267bd4a62940de5105,CEL-WETH 3000 60,288,45,-231686.0840601452,8080668.715295361
2021-05-23T00:00:00Z,0x3840d56cfe2c80ec2d6555dcda986a0982b0d2db,QUICK-WETH 3000 60,280,76,164380.4259907369,1502741.258663787
2021-05-23T00:00:00Z,0xe8c6c9227491c0a8156a0106a0204d881bb7e531,MKR-WETH 3000 60,250,41,-851077.312543704,10248793.030189559
2021-05-23T00:00:00Z,0xf87bb87fd9ea1c260ddf77b9c707ad9437ff8364,WETH-TRIBE 3000 60,248,15,-21943.303468688304,47498690.99267384
2021-05-23T00:00:00Z,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,USDC-WETH 500 10,237,87,-5653.288402611015,133138.31854928596
2021-05-23T00:00:00Z,0x69d91b94f0aaf8e8a2586909fa77a5c2c89818d5,HEX-USDC 3000 60,205,91,286089.0248765728,2480471.083166482
2021-05-23T00:00:00Z,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387,USDC-WETH 10000 200,180,70,-75474.15111402053,602938.2246231919
2021-05-23T00:00:00Z,0x98409d8ca9629fbe01ab1b914ebf304175e384c8,WETH-VRA 3000 60,178,62,-152260.25269555487,1167594.633868507
2021-05-23T00:00:00Z,0xcd9dab5e666de980cecdc180cb31f296733e2587,AKITA-WETH 10000 200,176,119,1035.0637280668582,77111.13479607209
2021-05-23T00:00:00Z,0x151ccb92bc1ed5c6d0f9adb5cec4763ceb66ac7f,ETH2x-FLI-WETH 3000 60,175,55,1613639.6197873875,7078941.902643421
2021-05-23T00:00:00Z,0xba8eb224b656681b2b8cce9c3fc920d98594675b,RSR-WETH 3000 60,174,64,95502.95138915922,1868201.9040748342
2021-05-23T00:00:00Z,0xd1d5a4c0ea98971894772dcd6d2f1dc71083c44e,LQTY-WETH 3000 60,171,51,-17348.706955557027,925588.4092150406
2021-05-23T00:00:00Z,0xdd5a65da22031b6ae5205fd89f67b5141e4f0ead,UBT-WETH 3000 60,169,103,-3004.0912869510034,1178162.6846477413
2021-05-23T00:00:00Z,0xc5af84701f98fa483ece78af83f11b6c38aca71d,WETH-USDT 10000 200,153,74,737421.7749788993,932058.4788168516
2021-05-23T00:00:00Z,0xcb0c5d9d92f4f2f80cce7aa271a1e148c226e19d,RAI-DAI 500 10,149,37,-786863.6869938695,7780029.302377269
2021-05-23T00:00:00Z,0xefbd546647fda46067225bd0221e08ba91071584,RVP-WETH 10000 200,145,53,80975.11961928422,524652.7660577379
2021-05-23T00:00:00Z,0x3289c15810e20ace49ad16b56a0db8d78bd10117,WETH-CONV 3000 60,133,61,-38033.2815452905,720971.852585823
2021-05-23T00:00:00Z,0xcd83055557536eff25fd0eafbc56e74a1b4260b3,PERP-WETH 3000 60,131,19,566479.2868846192,2537151.5416779467
2021-05-23T00:00:00Z,0x16980c16811bde2b3358c1ce4341541a4c772ec9,LUSD-DAI 500 10,128,43,-174330.41348380147,4315521.799800502
2021-05-23T00:00:00Z,0xf5381d47148ee3606448df3764f39da0e7b25985,POLS-WETH 3000 60,127,60,26297.183555508964,313655.90117025026
2021-05-23T00:00:00Z,0xa16495105b1da7738d9aac1494459bd7982c05e4,GERO-WETH 10000 200,127,92,-586.3071198586839,55650.240696325534
2021-05-23T00:00:00Z,0x73a6a761fe483ba19debb8f56ac5bbf14c0cdad1,SUSHI-WETH 3000 60,121,45,148271.06366469187,1305536.0222936852
2021-05-23T00:00:00Z,0x94391eecd76d9cb35013d7f263b64921e31842c8,XOR-WETH 3000 60,119,48,101149.8980230178,629492.7753594862
2021-05-23T00:00:00Z,0x24ee2c6b9597f035088cda8575e9d5e15a84b9df,QNT-WETH 3000 60,118,47,52778.38225372785,694194.9212505689
2021-05-23T00:00:00Z,0xc4580c566202f5343883d0c6a378a9de245c9399,OCC-USDC 3000 60,113,73,63064.2524211368,270334.45596369304
2021-05-23T00:00:00Z,0x829e48efcff5e879a8e1a789ac173449decb591f,DAI-FEI 3000 60,110,19,1540153.5530574918,14864608.40659745
2021-05-23T00:00:00Z,0x6f483af1e32cc556d92de33c0b15c0f8b03a6d12,WETH-TRIBE 500 10,106,15,-32916.68318820074,2882868.3143401686
2021-05-23T00:00:00Z,0x60594a405d53811d3bc4766596efd80fd545a270,DAI-WETH 500 10,103,26,-479.99463254488694,87640.62184330728
2021-05-23T00:00:00Z,0x5ab53ee1d50eef2c1dd3d5402789cd27bb52c1bb,AAVE-WETH 3000 60,96,34,83519.59838953933,996509.7194054774
2021-05-23T00:00:00Z,0x04916039b1f59d9745bf6e0a21f191d1e0a84287,YFI-WETH 3000 60,94,30,85462.56622022504,1518383.3083788275
2021-05-23T00:00:00Z,0xe4b82df044511a7162bea1f11119f6d1283a43a8,SHOPX-WETH 3000 60,87,27,142886.2028602456,317175.9413159736
2021-05-23T00:00:00Z,0xc3f6b81fb9e6db259272026601689e383f94c0b0,OVR-WETH 10000 200,87,15,-3306.666141462694,517135.87610488385
2021-05-23T00:00:00Z,0x632e675672f2657f227da8d9bb3fe9177838e726,RPL-WETH 3000 60,85,40,563164.8518235036,1301261.7264654976
2021-05-23T00:00:00Z,0xd35efae4097d005720608eaf37e42a5936c94b44,1INCH-WETH 3000 60,84,22,34627.27009433296,316582.30503590504
2021-05-23T00:00:00Z,0x3139bbba7f4b9125595cb4ebeefdac1fce7ab5f1,RUNE-WETH 3000 60,83,39,105166.71458375192,887998.9268051477
2021-05-23T00:00:00Z,0xcdb0bacd8dc32c45dce0f97536646cd40835fd93,WETH-ATRI 3000 60,82,38,5142.3856321174,154252.49195676256
2021-05-23T00:00:00Z,0xb0a115d33a93b6ee11c8c0539e30ae648aa5753f,LEASH-SHIB 10000 200,82,24,188692.52210711967,1019517.6583884555
2021-05-23T00:00:00Z,0xede8dd046586d22625ae7ff2708f879ef7bdb8cf,SNX-WETH 3000 60,81,29,116507.031695751,514709.6989486421
2021-05-23T00:00:00Z,0x495864cad6cf60e97efcd3f14ff8b1f167956ba2,API3-WETH 3000 60,79,32,13228.78834394594,323465.63171582785
2021-05-23T00:00:00Z,0xb1608e16609a7ff3ac5b0da49a0539bb0c3c3d9d,EWTB-WETH 3000 60,79,45,59046.43723429242,572537.231274689
2021-05-23T00:00:00Z,0xd0fc8ba7e267f2bc56044a7715a489d851dc6d78,UNI-USDC 3000 60,78,24,309008.4816201958,754882.6720241632
2021-05-23T00:00:00Z,0x34b8487fc2912c486b04d1436b07f19f7730cd43,WETH-POLK 3000 60,74,23,-64395.9735677389,380368.1884309604
2021-05-23T00:00:00Z,0x9a9cf34c3892acdb61fb7ff17941d8d81d279c75,WETH-VISR 3000 60,71,23,-127773.54326412623,511952.02712615003
2021-05-23T00:00:00Z,0x138080a0036e8c2c4c79d21e2a2c535fe0887d68,FEI-USDC 10000 200,70,14,7870419.320651058,29083660.514597338
2021-05-23T00:00:00Z,0xd94fdb60194fefa7ef8b416f8ba99278ab3e00dc,DINU-WETH 10000 200,69,46,-5091.684252183534,95436.54369692858
2021-05-23T00:00:00Z,0x784479024251d7f3a6437346b5962c28c8e45061,WETH-FRM 3000 60,67,25,-36754.93983024791,322040.0276954223
2021-05-23T00:00:00Z,0x0923b26b1874d76e9141450cc69241229e04914d,DAI-TRIBE 3000 60,66,16,-2402557.630275613,3864484.96094681
2021-05-23T00:00:00Z,0x4c54ff7f1c424ff5487a32aad0b48b19cbaf087f,NEXO-WETH 3000 60,66,24,35085.353184245396,470420.9075422134
2021-05-23T00:00:00Z,0x22a0738bde54050ffc04408063fd5fbdc1205bdf,UDT-WETH 3000 60,64,36,5817.794348809848,226142.72516042538
2021-05-23T00:00:00Z,0x9e0905249ceefffb9605e034b534544684a58be6,HEX-WETH 3000 60,62,34,3386.457383657801,74592.61135783257
2021-05-23T00:00:00Z,0x92624da803a3e90f673c73195db8830f08219fc0,WETH-GDT 3000 60,61,19,-94637.49502337213,311898.8722934394
2021-05-23T00:00:00Z,0x80c7770b4399ae22149db17e97f9fc8a10ca5100,LYXe-WETH 3000 60,60,34,34610.45773903007,227935.410812045
2021-05-23T00:00:00Z,0xe8b977aa5a9303fa94818441d78575e0f697ae72,WETH-UOS 10000 200,59,23,-77310.6669051277,340324.3911735601
2021-05-23T00:00:00Z,0x9359c87b38dd25192c5f2b07b351ac91c90e6ca7,DPI-WETH 3000 60,56,25,90284.84653797763,423601.2501771964
2021-05-23T00:00:00Z,0xf7849d0852fc588210b9c0d8b26f43c0c9bc1470,HOT-WETH 10000 200,55,31,26242.02355365491,154337.53411133285
2021-05-23T00:00:00Z,0xda827fe99adb2643d80fd30f750b8b96321d7726,FUN-WETH 3000 60,55,8,82520.01948083182,746133.0840634936
2021-05-23T00:00:00Z,0x11a38dbd302a30e52c54bb348d8fe662307ff24c,WETH-WOOFY 10000 200,55,12,-213137.99761545632,1247832.7077655531
2021-05-23T00:00:00Z,0xcbbc981bd5b358d09a9346726115d3ac8822d00b,VXV-WETH 10000 200,53,27,-21838.070816629406,186588.81112991867
2021-05-23T00:00:00Z,0x5aaa28ca43c6646fd1403e508f0fca1d92357dde,LCX-WETH 10000 200,53,15,-34025.46777077232,206393.77039464153
2021-05-23T00:00:00Z,0xeb30e8ffcbd02fd4a14a52e28cd300698d00e2f7,DUCK-WETH 10000 200,52,17,32845.51363835116,581535.3479679222
2021-05-23T00:00:00Z,0x4f2f3bdf115539a78a30769eb42489bd0f9d47da,USDC-DHT 3000 60,52,22,-145138.85870656738,892593.290800617
2021-05-23T00:00:00Z,0x0e2c4be9f3408e5b1ff631576d946eb8c224b5ed,WETH-GRT 3000 60,51,26,-13149.191340270776,290344.6027663092
2021-05-23T00:00:00Z,0x655e25fed94ddb846601705ace4349815e2a95d1,KYL-WETH 3000 60,49,25,13881.705377164657,60039.115175719824
2021-05-23T00:00:00Z,0x00f59b15dc1fe2e16cde0678d2164fd5ff10e424,STC-WETH 10000 200,49,17,-9763.679107165119,111228.4327056599
2021-05-23T00:00:00Z,0xea4ba4ce14fdd287f380b55419b1c5b6c3f22ab6,COMP-WETH 3000 60,48,25,23007.555002668116,311355.7365523806
2021-05-23T00:00:00Z,0x3470447f3cecffac709d3e783a307790b0208d60,UNI-USDT 3000 60,47,25,22596.703063687302,124771.33150815638
2021-05-23T00:00:00Z,0x68f8d8fbc1283f9667d6373c55f96f8c0aea1c33,HUNT-WETH 10000 200,45,9,-18707.601727035268,173345.66963565905
2021-05-23T00:00:00Z,0x11b815efb8f581194ae79006d24e0d814b7697f6,WETH-USDT 500 10,43,19,1031.2723051876287,6926.555276711185
2021-05-23T00:00:00Z,0xc772a65917d5da983b7fc3c9cfbfb53ef01aef7e,EPSTEIN-WETH 3000 60,41,36,-52803.78125286603,56989.621091895184
2021-05-23T00:00:00Z,0x13dc0a39dc00f394e030b97b0b569dedbe634c0d,ANKR-WETH 3000 60,41,12,5776.789457808051,176509.60517188947
2021-05-23T00:00:00Z,0x4585fe77225b41b697c938b018e2ac67ac5a20c0,WBTC-WETH 500 10,41,8,-726.3713294100766,15045.17088808284
2021-05-23T00:00:00Z,0xb8c05b7ca698f7cfd9b8a08f177e0ac5f2696bf9,erowan-USDT 3000 60,40,19,10743.478632547149,74203.37979104831
2021-05-23T00:00:00Z,0xfaace66bd25abff62718abd6db97560e414ec074,WETH-RARI 3000 60,40,24,-1528.9539818261928,71736.5929520842
2021-05-23T00:00:00Z,0x391e8501b626c623d39474afca6f9e46c2686649,WBTC-DAI 3000 60,40,28,7414.227627028735,53440.05509782383
2021-05-23T00:00:00Z,0x6b1c477b4c67958915b194ae8b007bf078dadb81,⚗️-WETH 3000 60,39,24,-1032.1514984417945,55029.98175290632
2021-05-23T00:00:00Z,0x868b7bbbfe148516e5397f23982923686182c2d2,UST-USDT 500 10,39,21,55098.39400177699,1458331.5161003878
2021-05-23T00:00:00Z,0x22a80b1365b651eb61ed90f5d732be7735efc43f,RAZOR-WETH 3000 60,39,15,6878.943752755425,141359.79588780517
2021-05-23T00:00:00Z,0x68082ecc5bbad8fe77c2cb9d0e3403d9a00ccbc2,WDOGE-WETH 10000 200,38,8,110167.19319429836,1595508.4412337185
2021-05-23T00:00:00Z,0xefc19ba107bf1ce57a7ab5dea228fffb899abeb0,WETH-DIP 3000 60,38,23,-18884.718466038154,132917.36549522125
2021-05-23T00:00:00Z,0x695b30d636e4f232d443af6a93df95afd2ff485c,WETH-BEPRO 3000 60,38,21,-15734.755900201399,75424.12643433758
2021-05-23T00:00:00Z,0x85205ea75a442f6897abef6b7e9d0c8e9366b57f,RVP-WETH 3000 60,36,20,7060.743921722963,25477.305123568694
2021-05-23T00:00:00Z,0x56ea002b411fd5887e55329852d5777ecb170713,RLC-WETH 10000 200,36,13,-19.00367368638672,343911.55952259776
2021-05-23T00:00:00Z,0x71eaa3f86a541177f64a15c5f5479aedcc426860,FORTH-USDT 3000 60,36,16,41971.760880441296,178942.23174861295
2021-05-23T00:00:00Z,0xe16be1798f860bc1eb0feb64cd67ca00ae9b6e58,WETH-ENJ 3000 60,36,18,-58355.40516157816,102027.60253138473
2021-05-23T00:00:00Z,0x8b6ed5fa776f10787f1171bdeea4f3c40974df6e,DENT-WETH 10000 200,36,25,42450.9400019064,89704.8422509926
2021-05-23T00:00:00Z,0x3a5dbafbac514a0b40dcdf3bc3ff7763da9d2d37,VSP-WETH 3000 60,35,18,12733.817368270213,44228.376509424124
2021-05-23T00:00:00Z,0x283e2e83b7f3e297c4b7c02114ab0196b001a109,OCEAN-WETH 3000 60,35,16,14511.071734782668,191541.50379245868
2021-05-23T00:00:00Z,0xe40a2eab69d4de66bccb0ac8e2517a230c6312e8,GTON-USDC 3000 60,33,16,57199.82994900189,100937.27278558987
2021-05-23T00:00:00Z,0x8581788cef3b7ee7313fea15fe279dc2f6c43899,FLX-WETH 3000 60,33,15,43328.80105792921,182759.56527323852
2021-05-23T00:00:00Z,0xba3f54d4ed114a359b3ab81ed11834a2b54addc1,WETH-$DG 3000 60,32,10,-148957.23191158014,515178.1868616864
2021-05-23T00:00:00Z,0xd966da62dec253128dbd16a4034de6e051e1d2d7,LPL-WETH 10000 200,32,16,952.6906158035705,51573.18396826853
2021-05-23T00:00:00Z,0xbd5fdda17bc27bb90e37df7a838b1bfc0dc997f5,USDC-EURS 500 10,31,11,-713836.8494125992,3288319.7592478977
2021-05-23T00:00:00Z,0x5d4f3c6fa16908609bac31ff148bd002aa6b8c83,LINK-WETH 500 10,31,19,2414.907219935193,27155.97773830923
2021-05-23T00:00:00Z,0x5b781915b6b610a1aba8135ad5df084ffe528da4,WETH-SUPER 10000 200,31,15,-5838.461662605105,24203.259386303416
2021-05-23T00:00:00Z,0xe086085b2cceec534d65fed8e59854c2dd66f741,WETH-WOOFY 3000 60,31,13,-29263.034799760113,69203.23912553926
2021-05-23T00:00:00Z,0x5654b1dd37af02f327d98c04b72acdf01ba2835c,IGG-WETH 3000 60,31,20,5796.821522932432,40192.352482994946
2021-05-23T00:00:00Z,0xa44002e8062c90a8f8b3cfce6ec70990bba28ae5,WETH-ROOK 3000 60,30,18,-462.3452586183333,14057.950678103845
2021-05-23T00:00:00Z,0xde2af72e916dc56f9a65f3c9766262c00c030c98,CEL-WETH 10000 200,29,10,-7616.943964522467,116710.33811104741
2021-05-23T00:00:00Z,0x95311bbcf02608c64ec3889515af9fe43aea9e3a,WXT-WETH 10000 200,29,6,39328.00455298313,206217.28253758355
2021-05-23T00:00:00Z,0xa75ede894aa5e767674dd8043109b90ad4637b6f,OCEAN-WETH 10000 200,29,15,15729.517833639185,66151.92350793254
2021-05-23T00:00:00Z,0x2d7ba71dc3e391988bb7f356d07dacac92b03e5d,BPRO-WETH 10000 200,29,14,13710.35917083601,91827.26308568136
2021-05-23T00:00:00Z,0x86d257cdb7bc9c0df10e84c8709697f92770b335,WETH-AMPL 3000 60,28,21,-8104.498728789854,54149.47353552884
2021-05-23T00:00:00Z,0xb1914469141ebb6e244e75cee3f35d43bf6b85e5,TRAC-WETH 3000 60,27,17,14490.72595113062,65376.960685745624
2021-05-23T00:00:00Z,0x19e286157200418d6a1f7d1df834b82e65c920aa,SUSHI-WETH 10000 200,27,13,29640.901477403204,80391.99943779949
2021-05-23T00:00:00Z,0xa80964c5bbd1a0e95777094420555fead1a26c1e,DAI-WETH 10000 200,26,13,-1137.5016389205243,8155.833186628675
2021-05-23T00:00:00Z,0x99530180bd113a816f5920d0748528cfb2009585,SCOIN-USDT 3000 60,26,13,-320871.2165842084,324435.79048875155
2021-05-23T00:00:00Z,0x21ca348fef9f09fdb79b155a75efa7f02f82733a,MIR-WBTC 3000 60,26,8,67580.39220489157,141097.4720085867
2021-05-23T00:00:00Z,0xfaa318479b7755b2dbfdd34dc306cb28b420ad12,UNI-WETH 500 10,25,14,8191.26363100994,33006.66946665568
2021-05-23T00:00:00Z,0xb0f2fca52066920620a90e2e5198f3edf7c28686,WETH-BONDLY 3000 60,25,14,-4588.122668722797,17018.941087834046
2021-05-23T00:00:00Z,0x126b3e5bfe28244626d4b294a84c50d8a2297859,STMX-WETH 3000 60,25,8,37868.29152305839,124202.33625300316
2021-05-23T00:00:00Z,0xf8a95b2409c27678a6d18d950c5d913d5c38ab03,GALA-WETH 3000 60,25,17,2406.909948066687,32469.62012003607
