HOUR,DEPOSITS,WITHDRAWALS
2021-05-07T01:00:00Z,4282216.580496889,-7853546.291051056
2021-05-07T00:00:00Z,6319327.908398709,-1535935.693627328
2021-05-06T23:00:00Z,8203548.481291519,-451996.6205706401
2021-05-06T22:00:00Z,14556159.894882582,-9772060.916498436
2021-05-06T21:00:00Z,14070870.774927232,-2203684.634110021
2021-05-06T20:00:00Z,14398339.835840479,-4366784.256128264
2021-05-06T19:00:00Z,8099619.225275398,-4730765.908550813
2021-05-06T18:00:00Z,23281659.929707285,-1834208.0586554634
2021-05-06T17:00:00Z,9073978.364578776,-1503150.465652538
2021-05-06T16:00:00Z,7792702.570291531,-1915090.165239193
2021-05-06T15:00:00Z,15351462.324224193,-1092146.5714986762
2021-05-06T14:00:00Z,7511816.593769218,-3592673.9767899388
2021-05-06T13:00:00Z,18948192.73106222,-15934181.14053436
2021-05-06T12:00:00Z,19546592.290737495,-10959807.768592091
2021-05-06T11:00:00Z,16194653.870311894,-3162635.9284438584
2021-05-06T10:00:00Z,17844006.895335324,-3796395.073388083
2021-05-06T09:00:00Z,9575467.783831649,-4518051.231563618
2021-05-06T08:00:00Z,11658540.878342178,-1949398.9678121053
2021-05-06T07:00:00Z,16084751.266476858,-3954477.7937205047
2021-05-06T06:00:00Z,8260559.351341423,-2831361.873674306
2021-05-06T05:00:00Z,11833471.852608163,-4049026.3600328136
2021-05-06T04:00:00Z,19988550.19792108,-3275638.132545625
2021-05-06T03:00:00Z,28681934.743510965,-1514596.4883746079
2021-05-06T02:00:00Z,9909896.880751919,-1412828.5879077956
2021-05-06T01:00:00Z,9545703.321886562,-1635918.558183784
2021-05-06T00:00:00Z,15822355.141666941,-1480942.3390563496
2021-05-05T23:00:00Z,13577190.018957349,-3818171.8556362647
2021-05-05T22:00:00Z,29952744.456324242,-1371094.9702589668
2021-05-05T21:00:00Z,59720002.31112705,-4551535.44354764
2021-05-05T20:00:00Z,31491737.700051244,-4420375.752960797
2021-05-05T19:00:00Z,25384342.594164822,-1640252.2381428997
2021-05-05T18:00:00Z,4103251.032609663,-227747.55753040302
2021-05-05T17:00:00Z,640509.7506422629,
2021-05-05T16:00:00Z,92918.61466415843,
2021-05-05T15:00:00Z,4265.680741844037,
